epoch,t_rel,en0_opkts,en0_oerrs,en7_opkts,en7_oerrs
1788069336.524,131.542,92,0,5492,0
1788069336.758,131.775,92,0,5504,0
1788069336.986,132.004,92,0,5504,0
1788069337.218,132.236,92,0,5504,0
1788069337.449,132.466,92,0,5504,0
1788069337.680,132.698,92,0,5504,0
1788069337.909,132.927,92,0,5504,0
1788069338.140,133.158,92,0,5507,0
1788069338.368,133.386,92,0,5507,0
1788069338.597,133.615,92,0,5507,0
1788069338.825,133.843,92,0,5508,0
1788069339.053,134.071,92,0,5508,0
1788069339.283,134.301,92,0,5514,0
1788069339.510,134.528,92,0,5514,0
1788069339.740,134.758,92,0,5516,0
1788069339.966,134.984,93,0,5516,0
1788069340.194,135.212,93,0,5516,0
1788069340.424,135.441,93,0,5520,0
1788069340.657,135.675,93,0,5533,0
1788069340.885,135.902,93,0,5546,0
1788069341.117,136.135,93,0,5556,0
1788069341.344,136.362,93,0,5564,0
1788069341.577,136.594,93,0,5572,0
1788069341.809,136.826,93,0,5583,0
1788069342.048,137.065,93,0,5593,0
1788069342.301,137.319,93,0,5603,0
1788069342.533,137.551,93,0,5615,0
1788069342.779,137.797,93,0,5623,0
1788069343.007,138.024,93,0,5634,0
1788069343.239,138.257,93,0,5642,0
1788069343.469,138.487,93,0,5652,0
1788069343.701,138.719,93,0,5660,0
1788069343.930,138.948,93,0,5670,0
1788069344.160,139.177,93,0,5678,0
1788069344.389,139.407,93,0,5688,0
1788069344.619,139.636,93,0,5696,0
1788069344.851,139.868,93,0,5720,0
1788069345.077,140.095,93,0,5735,0
1788069345.310,140.328,94,0,5735,0
1788069345.543,140.561,94,0,5735,0
1788069345.775,140.793,94,0,5735,0
1788069346.005,141.022,94,0,5735,0
1788069346.234,141.252,94,0,5736,0
1788069346.461,141.479,94,0,5738,0
1788069346.691,141.709,94,0,5738,0
1788069346.918,141.936,94,0,5738,0
1788069347.145,142.163,94,0,5738,0
1788069347.376,142.394,95,0,5738,0
1788069347.606,142.624,95,0,5740,0
1788069347.839,142.856,95,0,5741,0
1788069348.070,143.087,95,0,5741,0
1788069348.301,143.318,95,0,5741,0
1788069348.530,143.548,95,0,5741,0
1788069348.759,143.777,95,0,5745,0
1788069348.991,144.009,95,0,5753,0
1788069349.220,144.237,95,0,5763,0
1788069349.449,144.467,95,0,5772,0
1788069349.674,144.692,95,0,5782,0
1788069349.903,144.921,95,0,5793,0
1788069350.134,145.152,95,0,5835,0
1788069350.363,145.380,96,0,5847,0
1788069350.594,145.612,96,0,5874,0
1788069350.826,145.844,96,0,5882,0
1788069351.093,146.111,96,0,6007,0
1788069351.319,146.337,96,0,6032,0
1788069351.552,146.570,96,0,6049,0
1788069351.787,146.805,96,0,6084,0
1788069352.017,147.035,96,0,6106,0
1788069352.250,147.268,97,0,6133,0
1788069352.478,147.496,97,0,6234,0
1788069352.707,147.725,97,0,6242,0
1788069352.939,147.956,97,0,6255,0
1788069353.167,148.185,97,0,6263,0
1788069353.394,148.411,97,0,6276,0
1788069353.621,148.639,97,0,6284,0
1788069353.850,148.868,97,0,6284,0
1788069354.083,149.101,97,0,6284,0
1788069354.312,149.330,97,0,6284,0
1788069354.542,149.560,97,0,6284,0
1788069354.773,149.791,101,0,6286,0
1788069355.005,150.023,101,0,6288,0
1788069355.235,150.252,101,0,6288,0
1788069355.462,150.480,101,0,6288,0
1788069355.691,150.709,101,0,6288,0
1788069355.919,150.936,101,0,6290,0
1788069356.148,151.166,101,0,6290,0
1788069356.377,151.394,101,0,6291,0
1788069356.604,151.622,101,0,6291,0
1788069356.835,151.853,101,0,6292,0
1788069357.068,152.085,101,0,6292,0
1788069357.298,152.316,101,0,6301,0
1788069357.527,152.544,101,0,6309,0
1788069357.756,152.774,101,0,6319,0
1788069357.984,153.002,102,0,6328,0
1788069358.210,153.228,102,0,6336,0
1788069358.441,153.458,102,0,6346,0
1788069358.670,153.687,102,0,6355,0
1788069358.900,153.918,103,0,6365,0
1788069359.130,154.147,103,0,6376,0
1788069359.363,154.380,103,0,6384,0
1788069359.595,154.613,104,0,6394,0
1788069359.827,154.844,104,0,6402,0
1788069360.061,155.078,104,0,6413,0
1788069360.296,155.313,105,0,6421,0
1788069360.526,155.544,105,0,6431,0
1788069360.756,155.774,105,0,6441,0
1788069360.985,156.002,105,0,6449,0
1788069361.213,156.231,105,0,6473,0
1788069361.440,156.458,105,0,6484,0
1788069361.667,156.685,105,0,6492,0
1788069361.894,156.912,105,0,6502,0
1788069362.125,157.143,105,0,6506,0
1788069362.356,157.373,105,0,6508,0
1788069362.585,157.603,105,0,6509,0
1788069362.818,157.835,105,0,6509,0
1788069363.047,158.065,105,0,6511,0
1788069363.278,158.296,105,0,6516,0
1788069363.507,158.524,105,0,6516,0
1788069363.734,158.752,105,0,6516,0
1788069363.961,158.979,105,0,6517,0
1788069364.194,159.212,105,0,6518,0
